mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__C,param_classifier__class_weight,param_classifier__penalty,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1034759680430095,0.0233135628606385,0.08613427480061848,0.008436202123241929,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,sqrt,2.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 200}",0.6164658634538153,0.6485943775100401,0.627254509018036,0.6307715833272972,0.013350098941903213,55
2.386579910914103,0.35282912612583917,0.14496119817097983,0.0037458615869979646,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,sqrt,2.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 400}",0.6124497991967871,0.6485943775100401,0.627254509018036,0.6294328952416212,0.014836141912349245,56
1.2553411324818928,0.21911699435577128,0.08926852544148763,0.014730078079726212,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,sqrt,4.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 200}",0.7088353413654619,0.7269076305220884,0.7054108216432866,0.7137179311769456,0.009430728513511438,42
1.9441830317179363,0.09048525302541176,0.12549646695454916,0.006741996303320798,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,sqrt,4.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 400}",0.7068273092369478,0.7248995983935743,0.7054108216432866,0.7123792430912695,0.008872094151428278,43
1.152022123336792,0.08034380473514485,0.09021457036336263,0.0022444895423399287,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,log2,1.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 200}",0.44176706827309237,0.4939759036144578,0.4408817635270541,0.4588749118048681,0.024822780674694806,63
2.7191193103790283,0.20445927287124735,0.15503795941670737,0.00645886830807088,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,log2,1.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 400}",0.4457831325301205,0.5040160642570282,0.4529058116232465,0.4675683361367984,0.02593595706364114,61
1.1436784267425537,0.1357162567759313,0.08643333117167155,0.012131623007892119,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,log2,2.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 200}",0.6485943775100401,0.6506024096385542,0.6472945891783567,0.6488304587756503,0.0013606909573704103,51
1.9351874192555745,0.06285661816791432,0.12613328297932944,0.010023699465727091,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,log2,2.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 2, 'classifier__n_estimators': 400}",0.6405622489959839,0.6506024096385542,0.6452905811623246,0.6454850799322877,0.004101185093830987,54
1.0246089299519856,0.14399626867132764,0.07565116882324219,0.012074415123963613,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,log2,4.0,200.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 200}",0.7088353413654619,0.7248995983935743,0.717434869739479,0.7170566031661717,0.006563657652390476,36
1.6459449927012126,0.043049308523398194,0.09092879295349121,0.0072888863387285145,"RandomForestClassifier(class_weight='balanced', random_state=42)",,balanced,,,log2,4.0,400.0,"{'classifier': RandomForestClassifier(class_weight='balanced', random_state=42), 'classifier__class_weight': 'balanced', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_leaf': 4, 'classifier__n_estimators': 400}",0.7048192771084337,0.7309236947791165,0.7134268537074149,0.7163899418649885,0.010861094912684976,37
